start,end,deviceid,com_select,engagement_datetime,engagement_venue,num_male,num_female,criteria1_name,criteria2_name,criteria3_name,criteria4_name,criteria5_name,num_fgd,fgd_selectedfgd1,fgd_selectedfgd2,fgd_selectedfgd3,fgd_selectedfgd4,fgd_selectedfgd5,fgd_selectedfgd6,fgd_selectedfgd7,fgd_selectedfgd8,total_pvhh,latitude,longitude,altitude,precision,_uuid,_submission_time,_index,communityid,SNO,state,lga,ward,community_name,state_shp,lga_shp,ward_shp,community
03apr2026,03apr2026,collect:oJR4NY79CyKeXL6b,1001293,24mar2026,ELERIN COMPOUND,108,192,Aged people,Unemployment,Malnutrition,Poor Habitation,Lack of Sanitary water,4,0,1,1,1,1,0,0,0,280,7.5616063,3.2314147,190.3463745117188,3.43,376a34e9-7b50-42a9-ad5f-0a367540ab3a,03apr2026,156,1001293,76,OYO,IBARAPA NORTH,TAPA I,ELERIN,2046. OYO,23958. IBARAPA NORTH,7420. TAPA I,1001293. ELERIN
24mar2026,24mar2026,collect:oJR4NY79CyKeXL6b,1001294,16mar2026,"ADEOYE HOUSE,IYA MORO AREA",130,180,Poor feeding,Unemployment,Poor Habitation,Out of School,Dilapidated building,4,0,1,1,1,1,0,0,0,289,7.5598458,3.2388433,243.3204345703125,4.109,8ede0ee6-3372-4a1c-a549-bf9ea878cab8,24mar2026,44,1001294,73,OYO,IBARAPA NORTH,TAPA I,IYA MORO AREA,2046. OYO,23958. IBARAPA NORTH,7420. TAPA I,1001294. IYA MORO AREA
24mar2026,24mar2026,collect:oJR4NY79CyKeXL6b,1001295,17mar2026,OBAPE COMPOUND,100,150,Poor Habitation,Aged people,Malnutrition,Unemployment,Poor living,4,0,1,1,1,1,0,0,0,222,7.5600573,3.2284731,179.2300415039062,4.716,d11c7285-96e2-49a8-812e-49e278fc80c9,24mar2026,42,1001295,78,OYO,IBARAPA NORTH,TAPA I,OBAPE,2046. OYO,23958. IBARAPA NORTH,7420. TAPA I,1001295. OBAPE
24mar2026,24mar2026,collect:oJR4NY79CyKeXL6b,1001296,18mar2026,"Opposite TAPA COMMUNITY HIGH' SCHOOL,",145,179,Malnutrition,Unemployment,Poor Habitation,Out of School,People with Disability,4,0,1,1,1,1,0,0,0,301,7.5631668,3.2295437,187.0927734,4.716,701956df-c442-4c08-859d-e7b039f6cc9a,24mar2026,43,1001296,79,OYO,IBARAPA NORTH,TAPA I,OKE AYO/TAPA CHS,2046. OYO,23958. IBARAPA NORTH,7420. TAPA I,1001296. OKE AYO/TAPA CHS
24mar2026,24mar2026,collect:oJR4NY79CyKeXL6b,1001297,16mar2026,OKETADE COMPOUND,70,150,Malnutrition,Unemployment,Aged people,Poor Habitation,Dilapidated building,4,0,1,1,1,1,0,0,0,183,7.5651574,3.2322144,182.8213500976562,4.288,18b18a3b-6b95-4421-b471-a43199d714f9,24mar2026,40,1001297,74,OYO,IBARAPA NORTH,TAPA I,OKETADE,2046. OYO,23958. IBARAPA NORTH,7420. TAPA I,1001297. OKETADE
24mar2026,24mar2026,collect:6cyas2pa2CFrziWl,1001298,24mar2026,"Under odan tree, Agoro Adejuwon community.",45,84,Lack of good road,Lack of portable drinking water,Unable to eat good meal,Lack of quality education,Lost of breadwinner,3,0,1,1,1,0,0,0,0,112,8.2146826,3.4619756,330.671875,3.216,f9681246-56f5-4929-9388-f483d48c00ea,24mar2026,45,1001298,104,OYO,ITESIWAJU,OKAKA 2,AGORO ADEJUWON,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001298. AGORO ADEJUWON
23mar2026,23mar2026,collect:MCvNFb8ruqD1E7ux,1001301,23mar2026,"Under Leem tree, Baptist Primary School, ALAPO Okaka.",60,86,Can not Eat three times in a day,Living in a poor house unit,Shock and disasters,Can not paid medical bill,Wearing chatted clothes,3,0,1,1,1,0,0,0,0,146,8.210106700000001,3.4133667,325.1,5,12dbcdec-32fb-4c4f-9d01-e05573305027,27mar2026,90,1001301,107,OYO,ITESIWAJU,OKAKA 2,ALAPO,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001301. ALAPO
26mar2026,28mar2026,collect:6cyas2pa2CFrziWl,1001302,26mar2026,"Beside Pa Ogundele's house, Okaka",109,121,Inability to eat three square meal,Living in poor housing unit,Unable to send children to school,Lost of property,Unemployment,3,0,1,1,1,0,0,0,0,232,8.125947099999999,3.5220763,372.1320801,4.288,5817c8a4-d084-4725-8bdb-a5b1cc62961b,31mar2026,121,1001302,101,OYO,ITESIWAJU,OKAKA 2,ARABA/OKE AFIN,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001302. ARABA/OKE AFIN
23mar2026,23mar2026,collect:6cyas2pa2CFrziWl,1001303,23mar2026,"Under odan tree, ayetoro, okaka.",50,100,Unable to access health facility,Unable to access good road,Unemployment,Unable to eat three square meal per day,Living in a poor housing unit,3,0,1,1,1,0,0,0,0,143,8.2132974,3.4610065,332.6600341796875,3.752,d2181f75-9cc6-4c92-89be-7e2732ca43a4,24mar2026,26,1001303,106,OYO,ITESIWAJU,OKAKA 2,AYETORO,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001303. AYETORO
25mar2026,25mar2026,collect:TwrIjWF8kOjZjFmi,1001306,25mar2026,Under Odan tree Balogun Maye Community Okaka,52,124,LIVING IN POOR HOUSING UNIT,CAN NOT EAT THREE TIME IN A DAY,CANNOT AFFORD TO PAY MEDICAL BILL,WIDOWS THAT CANNOT SEND CHILDREN TO SCHOOL,WEARING TATTERED CLOTHES,3,0,1,1,1,0,0,0,0,176,8.214840199999999,3.4601159,325.0368652,4.931,ef874edb-4764-4bba-8546-b1579d6009eb,27mar2026,88,1001306,105,OYO,ITESIWAJU,OKAKA 2,BALOGUN MAYE,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001306. BALOGUN MAYE
24mar2026,24mar2026,collect:TwrIjWF8kOjZjFmi,1001308,24mar2026,"Under odan tree, IKOLABA community okaka.",49,143,Lack of quality education,Unable to eat three square meal,Can not afford to send children to school,Unable to access quality health service,Lost of property,3,0,1,1,1,0,0,0,0,192,8.216951,3.461905,303.7775268554688,4.466,5c5edb88-79eb-4099-9e6c-961fde9d646c,02apr2026,147,1001308,103,OYO,ITESIWAJU,OKAKA 2,IKOLABA/TEFE,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001308. IKOLABA/TEFE
25mar2026,25mar2026,collect:6cyas2pa2CFrziWl,1001309,25mar2026,"Under big odan tree, Malete Okaka",34,76,Poor standard of living,Unemployment,Unable to eat three square meal per day,Unable to send children to school,Always on tattered cloth ,3,0,1,1,1,0,0,0,0,104,8.216835,3.4631539,335.2507934570312,4.288,842c76a4-04cf-4293-9f5a-c035e4575834,25mar2026,61,1001309,102,OYO,ITESIWAJU,OKAKA 2,MALETE,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001309. MALETE
11mar2026,22mar2026,collect:TwrIjWF8kOjZjFmi,1001310,11mar2026,Under leen Tree OSI AGO COMMUNITY OKAKA,58,92,Can not eat three time in a day,Can not send children to school,Cannot paid Medical bills,Wearing tattered,Living in a poor household unit,3,0,1,1,1,0,0,0,0,150,8.2156383,3.4621274,343.5687255859375,4.109,d79748f9-4984-4e4a-8f08-6dd68946fded,27mar2026,86,1001310,100,OYO,ITESIWAJU,OKAKA 2,OSUN AGORO,2046. OYO,23962. ITESIWAJU,7388. OKAKA II,1001310. OSUN AGORO
26mar2026,30mar2026,collect:6cyas2pa2CFrziWl,1001319,26mar2026,"Under odan tree, besides access road Ahoro omo ipapo",135,175,Lack of quality education,Unemployment,Living in poor standard of living,Unable to send children to school,Unable to eat three square meal per day,3,0,1,1,1,0,0,0,0,287,8.1162969,3.5094725,375.9155883789062,4.502,bfee028c-a74b-4ce6-9427-f6a34c6b1e92,31mar2026,122,1001319,88,OYO,ITESIWAJU,OWODE IPAPO,AHORO OMO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001319. AHORO OMO
18mar2026,18mar2026,collect:6cyas2pa2CFrziWl,1001320,18mar2026,Under odan tree Ayedudu community,92,139,Unable to eat three square meal daily,Can not access quality health facilities,Lack of quality basic amenities,Lack of good road network,Unable to access quality education,3,0,1,1,1,0,0,0,0,227,8.132274199999999,3.511994,376.2077026367188,4.824,730f0ec7-128a-47f4-9dfd-309df91650c4,20mar2026,20,1001320,99,OYO,ITESIWAJU,OWODE IPAPO,AYEDUDU,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001320. AYEDUDU
30mar2026,31mar2026,collect:6cyas2pa2CFrziWl,1001321,30mar2026,"Under the shade of cashew tree,budo Alagunmu.",45,72,Unable to eat three square meals,Living in poor housing unit,Unable to send children to school,Inability to access healthcare services due to poverty,Always wearing tattered cloth,3,0,1,1,1,0,0,0,0,100,8.2597179,3.5350174,346.0316162109375,3.216,7b64996e-aa31-45f2-af36-07cb676dd372,31mar2026,125,1001321,98,OYO,ITESIWAJU,OWODE IPAPO,BUDO ALAGUNMU,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001321. BUDO ALAGUNMU
01apr2026,01apr2026,collect:6cyas2pa2CFrziWl,1001322,01apr2026,"Under the neem tree, budo dono",45,50,Unable to send children to school,Living in poor housing unit,Always on tattered cloth,Lost of breadwinner,Lack of education,3,0,1,1,1,0,0,0,0,95,8.1693885,3.5731572,393.1402587890625,3.216,06953f24-8b8c-4f00-a6b7-748a0ae25db7,02apr2026,143,1001322,91,OYO,ITESIWAJU,OWODE IPAPO,BUDO DONO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001322. BUDO DONO
01apr2026,01apr2026,collect:6cyas2pa2CFrziWl,1001322,01apr2026,"Under neem tree, budo dono",38,92,Unemployment,Lost of breadwinner,Lost of property,Unable to send children to school,Living in poor housing unit,3,0,1,1,1,0,0,0,0,113,8.1257974,3.5222607,389.9490966796875,4.824,0c105cc6-1f90-42aa-9a9e-68a170288f5b,02apr2026,144,1001322,91,OYO,ITESIWAJU,OWODE IPAPO,BUDO DONO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001322. BUDO DONO
18mar2026,17mar2026,collect:TwrIjWF8kOjZjFmi,1001323,17mar2026,"Erinoti Village Owode ipapo, itesiwaju local Government area Oyo state",56,52,Parents can not send children to schools,poor Living  standard by living in poor household unit,Inability to recover from Shock and disaster,Cannot eat three times in a day,Can not afford good health care and paid for medical bill,3,0,1,1,1,0,0,0,0,108,8.2148583,3.4601435,278.7565307617188,7.682,562dad24-44e8-4d95-a673-221a6b8150fd,27mar2026,76,1001323,89,OYO,ITESIWAJU,OWODE IPAPO,BUDO ERINOTI,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001323. BUDO ERINOTI
31mar2026,31mar2026,collect:MCvNFb8ruqD1E7ux,1001324,31mar2026,OLORONBO VILLAGE OWODE IPAPO,21,22,Can not eat three times a day,Can not send children to school,Can not pay medical bills,Living in a poor household unit,Disaster and Shock,3,0,1,1,1,0,0,0,0,43,8.210320299999999,3.4133396,288.5,4.412,5a754395-e836-47f1-bcda-eeaae682af78,18apr2026,172,1001324,90,OYO,ITESIWAJU,OWODE IPAPO,BUDO OLORONSO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001324. BUDO OLORONSO
31mar2026,31mar2026,collect:6cyas2pa2CFrziWl,1001324,31mar2026,"Under the shade of neem tree, oloronso",35,48,Can not eat three square meal,Unable to send children to school,Unemployment,Can not access quality health care facility,Always on tattered cloth,3,0,1,1,1,0,0,0,0,70,8.227983200000001,3.5623274,399.7468872070312,3.216,870e8f72-6616-40cd-b406-9d4a0050023b,31mar2026,124,1001324,90,OYO,ITESIWAJU,OWODE IPAPO,BUDO OLORONSO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001324. BUDO OLORONSO
16mar2026,16mar2026,collect:MCvNFb8ruqD1E7ux,1001325,16mar2026,"BUDO  PANNU,",45,78,Can not Eat three time in a day,Can not send children to school,Living in poor household units,Can not paid medical bill,Disaster and shock,3,0,1,1,1,0,0,0,0,123,8.210115,3.4136933,296.6,4.6,21d8d4ac-2a5b-440f-ba51-345766d6f1be,19apr2026,173,1001325,97,OYO,ITESIWAJU,OWODE IPAPO,BUDO PAANU,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001325. BUDO PAANU
01apr2026,01apr2026,collect:TwrIjWF8kOjZjFmi,1001326,01apr2026,Under Odan tree Erisa in Owode Ipapo ward Itesiwaju local Government,58,113,Can not eat three times in a day,Can not send their to school,Living in poor housing unit,Wearing tattered clothes materials,Cannot pay medical bills,3,0,1,1,1,0,0,0,0,171,8.21016,3.4137972,311.3580322265625,4.556,9c8f3fd8-e135-4850-93d3-af7390d68d7c,02apr2026,150,1001326,93,OYO,ITESIWAJU,OWODE IPAPO,ERISA,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001326. ERISA
31mar2026,31mar2026,collect:6cyas2pa2CFrziWl,1001327,31mar2026,"Under the shade of ISIN tree, Gaa Ambere, owode/ipapo.",46,32,Unemployment,Unable to access quality health care facility,Can not eat three square meal per day,Living in poor housing unit,Always on tattered cloth,3,0,1,1,1,0,0,0,0,50,8.2591517,3.5348671,360.7288818359375,4.931,0e9b42e1-a143-45e6-b52a-81548e55c52e,31mar2026,123,1001327,96,OYO,ITESIWAJU,OWODE IPAPO,GAA AMBERE,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001327. GAA AMBERE
17mar2026,18mar2026,collect:6cyas2pa2CFrziWl,1001328,17mar2026,"Under odan tree, gaa goregaru",49,66,Lack of good water system,Poor road network,Unemployment,Far distance to the market,Living in poor housing units,3,0,1,1,1,0,0,0,0,87,8.2814449,3.5669394,356.9139404296875,4.288,4c7586d7-512b-446a-a2d1-804a76f68925,18mar2026,5,1001328,94,OYO,ITESIWAJU,OWODE IPAPO,GAA GOREGARU,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001328. GAA GOREGARU
30mar2026,30mar2026,collect:MCvNFb8ruqD1E7ux,1001329,30mar2026,"GAA IYAMOSA UNDER CASHUW TREE, OWODE IPAPO",59,72,Cannot eat three times in a day,Cannot send children to school,Living in poor household unit,Can not paid medical bill,Wearing of chattered clothes,3,0,1,1,0,1,0,0,0,131,8.157092,3.5116219,379.4,5,60ca837d-2a2a-4887-b1f8-94cf930f52b5,02apr2026,153,1001329,95,OYO,ITESIWAJU,OWODE IPAPO,GAA IYAMOSA,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001329. GAA IYAMOSA
21mar2026,21mar2026,collect:TwrIjWF8kOjZjFmi,1001330,21mar2026,OSEYAWO COMMUNITY Owode IPAPO,75,175,Unable to send children to school,Living in poor housing unit,Whom and Low standard of living,Poor health condition and can not afford medical bill,Wearing tattered clothes,3,0,1,1,1,0,0,0,0,250,8.130773,3.5091448,376.0726928710938,3.573,bca994dc-4876-445c-927c-5b5700f0a2e8,02apr2026,149,1001330,92,OYO,ITESIWAJU,OWODE IPAPO,OSEYAWO,2046. OYO,23962. ITESIWAJU,7383. OWODE/IPAPO,1001330. OSEYAWO
23mar2026,10mar2026,collect:0K8456pcYuyO3tU0,1001331,23mar2026,UNDER TREE,34,18,POOR FEEDING,DILAPIDATED HOUSE,NO HEALTH FACILITIES,NO GOOD WATER,FAR AWAY SCHOOL,3,0,1,1,1,0,0,0,0,30,7.9357572,3.2820454,290.6538086,4.716,57eb024d-8329-42fb-95a9-ea9321cf2cbc,25mar2026,52,1001331,116,OYO,IWAJOWA,SABI GANA II,AFUNLELE,2046. OYO,23963. IWAJOWA,7344. SABI GANA II,1001331. AFUNLELE
17mar2026,17mar2026,collect:S3Av50CaxAKwLY9i,1001332,17mar2026,UNDER THE TREE,20,32,Unable to send children to school,Unable to feed the children,Poor road network,Lack of potable water,Inadequate social amenities,3,0,1,1,1,0,0,0,0,40,7.8679099,3.2978868,265.4666748046875,4.645,ebc1cba9-64c1-44a8-b2cc-6c5f96372141,17mar2026,2,1001332,115,OYO,IWAJOWA,SABI GANA II,ALADUA,2046. OYO,23963. IWAJOWA,7344. SABI GANA II,1001332. ALADUA
16mar2026,17mar2026,collect:0K8456pcYuyO3tU0,1001333,,,23,16,NO HEALTH FACILITIES,DILAPIDATED HOUSE,POOR FEEDING,FAR AWAY SCHOOL,POOR HABITATION,3,0,1,1,1,0,0,0,0,22,7.8877274,3.312241,228.5748901367188,4.288,ad95f775-e8a1-4400-8dd5-17ae6ff62fd0,17mar2026,4,1001333,113,OYO,IWAJOWA,SABI GANA II,ARIGBEYO,2046. OYO,23963. IWAJOWA,7344. SABI GANA II,1001333. ARIGBEYO
16mar2026,17mar2026,collect:0K8456pcYuyO3tU0,1001334,,,17,15,Poor Feeding,No Health Facilities,Far Away School,Living in Poverty,Poor Habitation,3,0,1,1,1,0,0,0,0,29,7.8711246,3.3064979,274.5567626953125,3.752,1bbeba06-d006-455b-bd0f-6586972b9e2c,17mar2026,3,1001334,114,OYO,IWAJOWA,SABI GANA II,IMODE,2046. OYO,23963. IWAJOWA,7344. SABI GANA II,1001334. IMODE
16mar2026,17mar2026,collect:S3Av50CaxAKwLY9i,1001335,16mar2026,Under the Tree,48,55,Malnutrition,Poor habitation,Poor road network,Unable to send children to school,Poor network,4,1,1,1,1,0,0,0,0,64,7.8436142,3.3108175,251.0155029296875,4.645,b58d028c-2d31-4b39-b956-177e6108a0b9,17mar2026,1,1001335,117,OYO,IWAJOWA,SABI GANA II,JOLOKO,2046. OYO,23963. IWAJOWA,7344. SABI GANA II,1001335. JOLOKO
30mar2026,30mar2026,collect:S3Av50CaxAKwLY9i,1001336,30mar2026,Under the Tree,29,15,Lack of potable water,Lack of social amenities,Unable to send children to school,Unable to feed the children,Poor housing scheme,3,0,1,1,1,0,0,0,0,42,7.9933309,3.1981638,284.3671875,4.645,78679993-0c13-44a6-950d-2841bfe4018d,30mar2026,106,1001336,124,OYO,IWAJOWA,SABI GANA III,AGRIC,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001336. AGRIC
18mar2026,10mar2026,collect:0K8456pcYuyO3tU0,1001338,18mar2026,OPEN PLACE,92,121,NO HEALTH FACILITIES,POOR FEEDING,POOR HABITATION,DILAPIDATED HOUSE,LIVING IN POVERTY,4,1,1,1,1,0,0,0,0,178,8.039195400000001,3.3709673,390.1326904296875,3.216,fffdcb8d-d593-4268-9c38-2e1a69180638,25mar2026,53,1001338,118,OYO,IWAJOWA,SABI GANA III,AYEDE,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001338. AYEDE
31mar2026,31mar2026,collect:0K8456pcYuyO3tU0,1001339,31mar2026,OPEN PLACE,32,35,POOR FEEDING,POOR HABITATION,NO HEALTH FACILITIES,NO GOOD WATER,LIVING IN POVERTY,3,0,1,1,1,0,0,0,0,52,7.974669,3.242825,245.4891967773438,4.288,fa203505-1b47-4cb4-83d1-ae138ea0b1ed,01apr2026,129,1001339,123,OYO,IWAJOWA,SABI GANA III,BADA,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001339. BADA
30mar2026,01apr2026,collect:0K8456pcYuyO3tU0,1001340,30mar2026,UNDER TREE,61,89,NO HEALTH FACILITIES,NO GOOD WATER,LIVING IN POVERTY,POOR FEEDING,POOR HABITATION,3,0,1,1,1,0,0,0,0,109,7.97247,3.2416929,241.3514404296875,4.288,109a5c48-5082-404e-872a-760e2ad2ac72,01apr2026,130,1001340,121,OYO,IWAJOWA,SABI GANA III,BAYANBI,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001340. BAYANBI
18mar2026,18mar2026,collect:S3Av50CaxAKwLY9i,1001341,18mar2026,Under the Tree,39,61,Unable to send children to school,Unable to feed the children,Poor road network,Inadequate social amenities,Malnutrition,3,0,1,1,1,0,0,0,0,88,7.9716023,3.2397006,230.2730712890625,4.824,18bdb9e3-636a-4902-8157-e4658210554e,18mar2026,8,1001341,120,OYO,IWAJOWA,SABI GANA III,IKIA,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001341. IKIA
23mar2026,24mar2026,collect:S3Av50CaxAKwLY9i,1001342,23mar2026,UNDER THE TREE,75,90,Lack of potable water,Unable to send children to school,Inadequate social amenities,Poor housing scheme,Poor road network,3,0,1,1,1,0,0,0,0,125,7.972244,3.2333101,236.1850586,3.216,31a40146-ba38-49d0-bf78-78131003b6cf,24mar2026,38,1001342,122,OYO,IWAJOWA,SABI GANA III,OKUTA-AKA,2046. OYO,23963. IWAJOWA,7348. SABI GANA III,1001342. OKUTA-AKA
26mar2026,01apr2026,collect:0K8456pcYuyO3tU0,1001343,24mar2026,UNDER TREE,34,22,LIVING IN POVERTY,POOR HABITATION,NO HEALTH FACILITIES,POOR FEEDING,FAR AWAY SCHOOL,3,0,1,1,1,0,0,0,0,44,8.0342439,3.3483509,435.2211914,4.645,c2655e1c-5a42-42f1-8240-49c057bcc9df,01apr2026,131,1001343,127,OYO,IWAJOWA,SABI GANA IV,ABA MATHEW,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001343. ABA MATHEW
25mar2026,27mar2026,collect:S3Av50CaxAKwLY9i,1001344,25mar2026,UNDER THE TREE,32,59,Lack of potable water,Inadequate security,Lack of social amenities,Unable to send children to school,Unable to feed the children,4,1,1,1,1,0,0,0,0,74,7.8719447,3.2323307,227.4794922,3.216,0e08b90d-20bc-4331-bad6-05183ed94f1c,27mar2026,92,1001344,125,OYO,IWAJOWA,SABI GANA IV,ADEJUMO VILLAGE,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001344. ADEJUMO VILLAGE
24mar2026,26mar2026,collect:0K8456pcYuyO3tU0,1001345,26mar2026,UNDER TREE,27,15,LIVING IN POVERTY,POOR FEEDING,NO GOOD WATER,DILAPIDATED HOUSE,NO HEALTH FACILITIES,3,0,1,1,1,0,0,0,0,28,7.9246418,3.2331172,230.7907715,4.824,49a89f12-9db3-49f5-a05d-22b0c60505e7,26mar2026,68,1001345,130,OYO,IWAJOWA,SABI GANA IV,ADEROGBA,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001345. ADEROGBA
31mar2026,31mar2026,collect:S3Av50CaxAKwLY9i,1001346,31mar2026,UNDER THE TREE,40,65,Unable to send children to school,Unable to feed the children,Lack of potable water,Lack of social amenities,Inadequate electricity supply,4,1,1,1,1,0,0,0,0,121,7.9777269,3.2445641,254.1459350585938,4.716,1c4f27ed-d853-48e7-89b3-cf4012960ac5,31mar2026,120,1001346,131,OYO,IWAJOWA,SABI GANA IV,AJASE,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001346. AJASE
27mar2026,27mar2026,collect:S3Av50CaxAKwLY9i,1001347,27mar2026,UNDER THE TREE,12,19,Unable to send children to school,Unable to feed the children adequately,Lack of potable water,No electricity in the community,No government school,3,0,1,1,1,0,0,0,0,34,8.000861199999999,3.1498315,249.3927001953125,4.824,b8797b1e-64a8-4e62-ad83-83176241b7de,27mar2026,93,1001347,132,OYO,IWAJOWA,SABI GANA IV,APATA IBADAN,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001347. APATA IBADAN
24mar2026,26mar2026,collect:0K8456pcYuyO3tU0,1001348,25mar2026,UNDER TREE,27,15,NO GOOD WATER,POOR HABITATION,FAR AWAY SCHOOL,NO HEALTH FACILITIES,LIVING IN POVERTY,3,0,1,1,1,0,0,0,0,25,7.9125968,3.2297721,215.3425903320312,4.502,21f6b997-3f48-43ec-8ab5-ff2702ebf0a1,26mar2026,67,1001348,129,OYO,IWAJOWA,SABI GANA IV,BALOGUN,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001348. BALOGUN
26mar2026,28mar2026,collect:S3Av50CaxAKwLY9i,1001349,28mar2026,UNDER THE TREE,25,37,Unable to feed the children,Unable to send children to school,Lack of potable water,No electricity supply,Lack of social amenities,3,0,1,1,1,0,0,0,0,74,7.898791,3.2336151,238.5164794921875,4.716,7d4e4793-4d6b-40db-84a9-44e163c3bf36,28mar2026,98,1001349,128,OYO,IWAJOWA,SABI GANA IV,KAREEM VILLAGE,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001349. KAREEM VILLAGE
24mar2026,24mar2026,collect:S3Av50CaxAKwLY9i,1001350,24mar2026,UNDER THE TREE,24,32,Lack of potable water,Poor health facilities,Inadequate electricity supply,Inadequate security,Unable to send children to school,4,1,1,1,1,0,0,0,0,60,7.8599832,3.2281578,258.4859008789062,4.716,c94a897f-067c-401f-aef8-6d3134086538,24mar2026,39,1001350,126,OYO,IWAJOWA,SABI GANA IV,OLOKUNOLA VILLAGE,2046. OYO,23963. IWAJOWA,7349. SABI GANA IV,1001350. OLOKUNOLA VILLAGE
25mar2026,25mar2026,collect:m73lkXkdgnffyQ4x,1001354,25mar2026,Under the tree,80,65,ELECTRICITY,LACK OF HOSPITAL,Provision of Schools,PUBLIC TOILET,Construction of Town Hall,3,0,1,1,1,0,0,0,0,145,7.5354469,4.0767332,241.4899902,4.716,be926f68-0cc9-4305-9ee0-5bd0b900e278,25mar2026,57,1001354,175,OYO,LAGELU,APATERE/KUFFI/OGUNBODE/OGO,APATERE,2046. OYO,23965. LAGELU,7324. APATERE/KUFFI/OGUNBODE/OGO,1001354. APATERE
23mar2026,23mar2026,collect:m73lkXkdgnffyQ4x,1001358,23mar2026,"BAKARE HOUSE, KELEBE.",7,11,Lack of Good Nutrition,Lack of Electricity,Lack of Hospital,Lack of Good Roads,Non availability of Chairs and Tables in Primary Schools,3,1,1,1,1,1,0,0,1,27,7.5237023,4.0076797,250.5220947265625,4.288,4cdf6355-6782-48c4-87d6-5287e283bb3b,23mar2026,21,1001358,180,OYO,LAGELU,APATERE/KUFFI/OGUNBODE/OGO,KELEBE,2046. OYO,23965. LAGELU,7324. APATERE/KUFFI/OGUNBODE/OGO,1001358. KELEBE
24mar2026,24mar2026,collect:YsAYkdUu6EWZgIhf,1001359,24mar2026,Under tree borehole,20,40,Death of husband,Unemployment,Health challenges,Manutrition,Lack of good road,57,1,1,1,1,0,0,0,0,35,7.5201405,4.0186928,236.6455078,4.288,28c66b79-15f9-4e55-95e5-c40426495b6e,24mar2026,37,1001359,181,OYO,LAGELU,APATERE/KUFFI/OGUNBODE/OGO,KUFI 1,2046. OYO,23965. LAGELU,7324. APATERE/KUFFI/OGUNBODE/OGO,1001359. KUFI 1
31mar2026,31mar2026,collect:m73lkXkdgnffyQ4x,1001365,31mar2026,ILE ALAGA,13,23,ELECTRICITY,CREATION OF MARKETS,BOREHOLE WATER,NEED MORE HEALTH WORKERS,FINANCIAL EMPOWERMENT,3,0,1,1,1,0,0,0,0,36,7.5387512,4.0908179,242.9730834960938,3.484,cb6d353f-fed8-4115-97e3-3dabd7a8659e,31mar2026,113,1001365,134,OYO,LAGELU,LAGUN,ABESE,2046. OYO,23965. LAGELU,7325. LAGUN,1001365. ABESE
01apr2026,01apr2026,collect:m73lkXkdgnffyQ4x,1001369,01apr2026,ILE ALFA,36,28,Education facilities,Water Supply,Power Supply,Health Facilities,Financial Empowerment,3,0,1,1,1,0,0,0,0,64,7.5391267,4.089208,225.1754150390625,4.931,40b402eb-abad-4f95-b69f-ba04dbb14bb6,01apr2026,139,1001369,137,OYO,LAGELU,LAGUN,ILE ALFA,2046. OYO,23965. LAGELU,7325. LAGUN,1001369. ILE ALFA
